,Source Word,Derived Word,Affix
23057,pixyish,pixyishly,-ly
23058,placable,placably,-ly
23059,placating,placatingly,-ly
23060,placative,placatively,-ly
23061,placeless,placelessly,-ly
23062,placental,placentally,-ly
23063,placid,placidly,-ly
23064,plaguy,plaguily,-ly
23065,plain,plainly,-ly
23066,plainspoken,plainspokenly,-ly
23067,plaintive,plaintively,-ly
23068,planar,planarly,-ly
23069,planetary,planetarily,-ly
23070,planful,planfully,-ly
23071,plangent,plangently,-ly
23072,planispiral,planispirally,-ly
23073,planless,planlessly,-ly
23074,planospiral,planospirally,-ly
23075,plantar,plantarly,-ly
23076,plant,plantly,-ly
23077,plashing,plashingly,-ly
23078,platitudinal,platitudinally,-ly
23079,platitudinous,platitudinously,-ly
23080,plat,platly,-ly
23081,plausible,plausibly,-ly
23082,playful,playfully,-ly
23083,playing,playingly,-ly
23084,playsome,playsomely,-ly
23085,pleading,pleadingly,-ly
23086,pleasant,pleasantly,-ly
23087,pleasaunt,pleasauntly,-ly
23088,pleased,pleasedly,-ly
23089,pleasing,pleasingly,-ly
23090,pleasurable,pleasurably,-ly
23091,pleasureful,pleasurefully,-ly
23092,plebeian,plebeianly,-ly
23093,plenary,plenarily,-ly
23094,plenar,plenarly,-ly
23095,plenipotential,plenipotentially,-ly
23096,plenteous,plenteously,-ly
23097,plentiful,plentifully,-ly
23098,plenty,plentily,-ly
23099,plesaunt,plesauntly,-ly
23100,pleural,pleurally,-ly
23101,pliable,pliably,-ly
23102,pliant,pliantly,-ly
23103,plicate,plicately,-ly
23104,plight,plightly,-ly
23105,plodding,ploddingly,-ly
23106,plosive,plosively,-ly
23107,plotless,plotlessly,-ly
23108,plotting,plottingly,-ly
23109,plucky,pluckily,-ly
23110,plummy,plummily,-ly
23111,plumpish,plumpishly,-ly
23112,plump,plumply,-ly
23113,plunging,plungingly,-ly
23114,pluperfect,pluperfectly,-ly
23115,plural,plurally,-ly
23116,plurifine,plurifinely,-ly
23117,plushy,plushily,-ly
23118,plush,plushly,-ly
23119,pneumatological,pneumatologically,-ly
23120,podgy,podgily,-ly
23121,poet,poetly,-ly
23122,poignant,poignantly,-ly
23123,pointed,pointedly,-ly
23124,pointful,pointfully,-ly
23125,pointy,pointily,-ly
23126,pointless,pointlessly,-ly
23127,poisonous,poisonously,-ly
23128,pokerish,pokerishly,-ly
23129,poky,pokily,-ly
23130,poking,pokingly,-ly
23131,polary,polarily,-ly
23132,polar,polarly,-ly
23133,polemical,polemically,-ly
23134,policeman,policemanly,-ly
23135,polished,polishedly,-ly
23136,polite,politely,-ly
23137,political,politically,-ly
23138,politician,politicianly,-ly
23139,politic,politicly,-ly
23140,politique,politiquely,-ly
23141,polluted,pollutedly,-ly
23142,polluting,pollutingly,-ly
23143,Pollyannaish,Pollyannaishly,-ly
23144,poloidal,poloidally,-ly
23145,polyamorous,polyamorously,-ly
23146,polyandrous,polyandrously,-ly
23147,polyaxial,polyaxially,-ly
23148,polyclonal,polyclonally,-ly
23149,polygamous,polygamously,-ly
23150,polygonal,polygonally,-ly
23151,polygynous,polygynously,-ly
23152,polyhedral,polyhedrally,-ly
23153,polymodal,polymodally,-ly
23154,polymorphous,polymorphously,-ly
23155,polynomial,polynomially,-ly
23156,polyphonous,polyphonously,-ly
23157,polyrhythmical,polyrhythmically,-ally;-ly
23158,polysemous,polysemously,-ly
23159,polysomal,polysomally,-ly
23160,polysymmetrical,polysymmetrically,-ly
23161,polytonal,polytonally,-ly
23162,polyvocal,polyvocally,-ly
23163,pomological,pomologically,-ly
23164,pompous,pompously,-ly
23165,poncy,poncily,-ly
23166,pondering,ponderingly,-ly
23167,ponderomotive,ponderomotively,-ly
23168,ponderous,ponderously,-ly
23169,pontifical,pontifically,-ly
23170,poor,poorly,-ly
23171,popish,popishly,-ly
23172,popular,popularly,-ly
23173,populous,populously,-ly
23174,poricidal,poricidally,-ly
23175,porky,porkily,-ly
23176,porkish,porkishly,-ly
23177,porous,porously,-ly
23178,portentous,portentously,-ly
23179,porter,porterly,-ly
23180,portly,portlily,-ly
23181,port,portly,-ly
23182,Portuguese,Portuguesely,-ly
23183,posh,poshly,-ly
23184,posing,posingly,-ly
23185,positive,positively,-ly
23186,posological,posologically,-ly
23187,possessing,possessingly,-ly
23188,possessive,possessively,-ly
23189,possible,possibly,-ly
23190,postal,postally,-ly
23191,postclassical,postclassically,-ly
23192,postcoital,postcoitally,-ly
23193,postcolonial,postcolonially,-ly
23194,postconceptional,postconceptionally,-ly
23195,postconsonantal,postconsonantally,-ly
23196,postcranial,postcranially,-ly
23197,postdepositional,postdepositionally,-ly
23198,postdictive,postdictively,-ly
23199,postdoctoral,postdoctorally,-ly
23200,posterior,posteriorly,-ly
23201,posteriour,posteriourly,-ly
23202,posterodistal,posterodistally,-ly
23203,posterodorsal,posterodorsally,-ly
23204,posterodorsolateral,posterodorsolaterally,-ly
23205,posteroinferior,posteroinferiorly,-ly
23206,posterolabial,posterolabially,-ly
23207,posterolateral,posterolaterally,-ly
23208,posterolingual,posterolingually,-ly
23209,posteromedial,posteromedially,-ly
23210,posteroventral,posteroventrally,-ly
23211,posteroventrolateral,posteroventrolaterally,-ly
23212,postfoundational,postfoundationally,-ly
23213,postglacial,postglacially,-ly
23214,posthumous,posthumously,-ly
23215,posticous,posticously,-ly
23216,postictal,postictally,-ly
23217,postindustrial,postindustrially,-ly
23218,postinterventional,postinterventionally,-ly
23219,postlingual,postlingually,-ly
23220,postmarital,postmaritally,-ly
23221,postmenarchal,postmenarchally,-ly
23222,postmenopausal,postmenopausally,-ly
23223,postmenstrual,postmenstrually,-ly
23224,postmodern,postmodernly,-ly
23225,postnatal,postnatally,post-;-ly
23226,postneonatal,postneonatally,-ly
23227,postnominal,postnominally,-ly
23228,operative,postoperatively,post-;-ly
23229,postpartal,postpartally,-ly
23230,postpausal,postpausally,-ly
23231,postpositional,postpositionally,-ly
23232,postpositive,postpositively,-ly
23233,postpositive,postpostively,-ly
23234,postprandial,postprandially,-ly
23235,postpuberal,postpuberally,-ly
23236,postpubertal,postpubertally,-ly
23237,poststructural,poststructurally,-ly
23238,postsurgical,postsurgically,-ly
23239,posttranscriptional,posttranscriptionally,-ly
23240,postural,posturally,-ly
23241,posturing,posturingly,-ly
23242,postverbal,postverbally,-ly
23243,potential,potentially,-ly
23244,potent,potently,-ly
23245,pottering,potteringly,-ly
23246,potty,pottily,-ly
23247,pouncing,pouncingly,-ly
23248,pounding,poundingly,-ly
23249,pouring,pouringly,-ly
23250,pouty,poutily,-ly
23251,pouting,poutingly,-ly
23252,powdery,powderily,-ly
23253,powerful,powerfully,-ly
23254,powerless,powerlessly,-ly
23255,practicable,practicably,-ly
23256,practical,practically,-ly
23257,practised,practisedly,-ly
23258,practive,practively,-ly
23259,pr%C3%A6cise,pr%C3%A6cisely,-ly
23260,pr%C3%A6sent,pr%C3%A6sently,-ly
23261,praisable,praisably,-ly
23262,praiseful,praisefully,-ly
23263,praiseworthy,praiseworthily,-ly
23264,praising,praisingly,-ly
23265,prancing,prancingly,-ly
23266,prandial,prandially,-ly
23267,pranking,prankingly,-ly
23268,prankish,prankishly,-ly
23269,prating,pratingly,-ly
23270,prattling,prattlingly,-ly
23271,praxeological,praxeologically,-ly
23272,praxiological,praxiologically,-ly
23273,prayerful,prayerfully,-ly
23274,prayerless,prayerlessly,-ly
23275,praying,prayingly,-ly
23276,preacher,preacherly,-ly
23277,preachy,preachily,-ly
23278,preaching,preachingly,-ly
23279,preambivalent,preambivalently,-ly
23280,preaxial,preaxially,-ly
23281,precarious,precariously,-ly
23282,precative,precatively,-ly
23283,precautionary,precautionarily,-ly
23284,precautious,precautiously,-ly
23285,precedaneous,precedaneously,-ly
23286,precedential,precedentially,-ly
23287,precedent,precedently,-ly
23288,preceding,precedingly,-ly
23289,precessional,precessionally,-ly
23290,precious,preciously,-ly
23291,precipitant,precipitantly,-ly
23292,precipitate,precipitately,-ly
23293,precipitous,precipitously,-ly
23294,precise,precisely,-ly
23295,preclinical,preclinically,-ly
23296,preclusive,preclusively,-ly
23297,precocious,precociously,-ly
23298,precognitive,precognitively,-ly
23299,precoital,precoitally,-ly
23300,precolonial,precolonially,-ly
23301,preconceptional,preconceptionally,-ly
23302,preconcerted,preconcertedly,-ly
23303,preconscious,preconsciously,-ly
23304,preconsonantal,preconsonantally,-ly
23305,predaceous,predaceously,-ly
23306,predative,predatively,-ly
23307,predatorial,predatorially,-ly
23308,predatory,predatorily,-ly
23309,predicable,predicably,-ly
23310,predicative,predicatively,-ly
23311,predictable,predictably,-ly
23312,predicted,predictedly,-ly
23313,predictive,predictively,-ly
23314,predisposed,predisposedly,-ly
23315,predisposing,predisposingly,-ly
23316,predispositional,predispositionally,-ly
23317,predominant,predominantly,-ly
23318,predominate,predominately,-ly
23319,preeminent,preeminently,-ly
23320,preemptive,preemptively,-ly
23321,preening,preeningly,-ly
23322,prefatory,prefatorily,-ly
23323,preferable,preferably,-ly
23324,preferential,preferentially,-ly
23325,prefigurative,prefiguratively,-ly
23326,prefixal,prefixally,-ly
23327,prefrontal,prefrontally,-ly
23328,pregestational,pregestationally,-ly
23329,pregnant,pregnantly,-ly
23330,prehensile,prehensilely,-ly
23331,prehospital,prehospitally,-ly
23332,preictal,preictally,-ly
23333,preindustrial,preindustrially,-ly
23334,prejudicate,prejudicately,-ly
23335,prejudicial,prejudicially,-ly
23336,prelatical,prelatically,-ly
23337,preliminary,preliminarily,-ly
23338,prelingual,prelingually,-ly
23339,prelusive,prelusively,-ly
23340,prelusory,prelusorily,-ly
23341,premarital,premaritally,-ly
23342,premature,prematurely,-ly
23343,premeditated,premeditatedly,-ly
23344,premeditate,premeditately,-ly
23345,premeditative,premeditatively,-ly
23346,premenarchal,premenarchally,-ly
23347,premenstrual,premenstrually,-ly
23348,premillennial,premillennially,-ly
23349,premonitional,premonitionally,-ly
23350,premonitive,premonitively,-ly
23351,premonitory,premonitorily,-ly
23352,prenatal,prenatally,-ly
23353,prenominal,prenominally,-ly
23354,preoccupied,preoccupiedly,-ly
23355,preoperational,preoperationally,-ly
23356,preoperative,preoperatively,-ly
23357,preoral,preorally,-ly
23358,preparative,preparatively,-ly
23359,preparatory,preparatorily,-ly
23360,prepared,preparedly,-ly
23361,prepartal,prepartally,-ly
23362,prepausal,prepausally,-ly
23363,prepense,prepensely,-ly
23364,preperitoneal,preperitoneally,-ly
23365,preponderant,preponderantly,-ly
23366,preponderate,preponderately,-ly
23367,preponderating,preponderatingly,-ly
23368,prepositional,prepositionally,-ly
23369,prepositive,prepositively,-ly
23370,prepossessed,prepossessedly,-ly
23371,prepossessing,prepossessingly,-ly
23372,preposterous,preposterously,-ly
23373,prepotent,prepotently,-ly
23374,preppy,preppily,-ly
23375,preprandial,preprandially,-ly
23376,preprocedural,preprocedurally,-ly
23377,prepuberal,prepuberally,-ly
23378,prepubertal,prepubertally,-ly
23379,prepubescent,prepubescently,-ly
23380,prerogative,prerogatively,-ly
23381,presaging,presagingly,-ly
23382,prescient,presciently,-ly
23383,prescriptive,prescriptively,-ly
23384,preseasonal,preseasonally,-ly
23385,presentable,presentably,-ly
23386,presentational,presentationally,-ly
23387,presentative,presentatively,-ly
23388,presential,presentially,-ly
23389,presentive,presentively,-ly
23390,present,presently,-ly
23391,preserving,preservingly,-ly
23392,presidential,presidentially,-ly
23393,pressing,pressingly,-ly
23394,press,pressly,-ly
23395,prestigious,prestigiously,-ly
23396,presumable,presumably,-ably;-ly
23397,presumed,presumedly,-ly
23398,presuming,presumingly,-ly
23399,presumptive,presumptively,-ly
23400,presumptuous,presumptuously,-ly
23401,presuppositional,presuppositionally,-ly
23402,presurgical,presurgically,-ly
23403,pretended,pretendedly,-ly
23404,pretending,pretendingly,-ly
23405,pretentious,pretentiously,-ly
23406,preternatural,preternaturally,-ly
23407,pretextual,pretextually,-ly
23408,pretheoretical,pretheoretically,-ly
23409,pretibial,pretibially,-ly
23410,pretious,pretiously,-ly
23411,pretty,prettily,-ly
23412,prevailing,prevailingly,-ly
23413,prevalent,prevalently,-ly
23414,prevaricating,prevaricatingly,-ly
23415,prevenient,preveniently,-ly
23416,preventative,preventatively,-ly
23417,preventing,preventingly,-ly
23418,preventive,preventively,-ly
23419,preverbal,preverbally,-ly
23420,previous,previously,-ly
23421,priceless,pricelessly,-ly
23422,pricy,pricily,-ly
23423,prideful,pridefully,-ly
23424,priding,pridingly,-ly
23425,priest,priestly,-ly
23426,priggish,priggishly,-ly
23427,primaeval,primaevally,-ly
23428,primal,primally,-ly
23429,primary,primarily,-ly
23430,prime,primely,-ly
23431,primeval,primevally,-ly
23432,primitive,primitively,-ly
23433,prim,primly,-ly
23434,primordial,primordially,-ly
23435,primpy,primpily,-ly
23436,primping,primpingly,-ly
23437,prince,princely,-ly
23438,princess,princessly,-ly
23439,principal,principally,-ly
23440,principled,principledly,-ly
23441,prior,priorly,-ly
23442,prissy,prissily,-ly
23443,pristine,pristinely,-ly
23444,private,privately,-ly
23445,privative,privatively,-ly
23446,privy,privily,-ly
23447,proactive,proactively,-ly
23448,probable,probably,-ly
23449,probational,probationally,-ly
23450,probing,probingly,-ly
23451,procedural,procedurally,-ly
23452,proceptive,proceptively,-ly
23453,processional,processionally,-ly
23454,processive,processively,-ly
23455,procrastinating,procrastinatingly,-ly
23456,procrastinatory,procrastinatorily,-ly
23457,procreational,procreationally,-ly
23458,proctorial,proctorially,-ly
23459,procyclical,procyclically,-ly
23460,prodigal,prodigally,-ly
23461,prodigious,prodigiously,-ly
23462,proditorious,proditoriously,-ly
23463,productional,productionally,-ly
23464,productive,productively,-ly
23465,profane,profanely,-ly
23466,professed,professedly,-ly
23467,professional,professionally,-ly
23468,professorial,professorially,-ly
23469,professor,professorly,-ly
23470,proficient,proficiently,-ly
23471,profitable,profitably,-ly
23472,profitless,profitlessly,-ly
23473,profligate,profligately,-ly
23474,profound,profoundly,-ly
23475,profuse,profusely,-ly
23476,programmatical,programmatically,-ally;-ly
23477,progressive,progressively,-ly
23478,prohibitive,prohibitively,-ly
23479,projectable,projectably,-ly
23480,projecting,projectingly,-ly
23481,projectional,projectionally,-ly
23482,projective,projectively,-ly
23483,prolate,prolately,-ly
23484,prolegomenous,prolegomenously,-ly
23485,proliferative,proliferatively,-ly
23486,proliferous,proliferously,-ly
23487,prolix,prolixly,-ly
23488,prolonged,prolongedly,-ly
23489,prolonging,prolongingly,-ly
23490,prominent,prominently,-ly
23491,promiscuous,promiscuously,-ly
23492,promising,promisingly,-ly
23493,promissory,promissorily,-ly
23494,promoting,promotingly,-ly
23495,promotional,promotionally,-ly
23496,promotive,promotively,-ly
23497,prompting,promptingly,-ly
23498,prompt,promptly,-ly
23499,prone,pronely,-ly
23500,pronominal,pronominally,-ly
23501,pronounceable,pronounceably,-ly
23502,pronounced,pronouncedly,-ly
23503,propaedeutic,propaedeuticly,-ly
23504,propense,propensely,-ly
23505,proper,properly,-ly
23506,prophane,prophanely,-ly
23507,propitiating,propitiatingly,-ly
23508,propitiatory,propitiatorily,-ly
23509,propitious,propitiously,-ly
23510,proportionable,proportionably,-ly
23511,proportional,proportionally,-ly
23512,proportionate,proportionately,-ly
23513,proposed,proposedly,-ly
23514,propositional,propositionally,-ly
23515,propre,proprely,-ly
23516,proprietary,proprietarily,-ly
23517,proprietorial,proprietorially,-ly
23518,proprietous,proprietously,-ly
23519,proprioceptive,proprioceptively,-ly
23520,propulsive,propulsively,-ly
23521,proscriptive,proscriptively,-ly
23522,prosecutorial,prosecutorially,-ly
23523,prosy,prosily,-ly
23524,prosing,prosingly,-ly
23525,prosocial,prosocially,-ly
23526,prosodiacal,prosodiacally,-ly
23527,prospective,prospectively,-ly
23528,prospering,prosperingly,-ly
23529,prosperous,prosperously,-ly
23530,prostrate,prostrately,-ly
23531,protean,proteanly,-ly
23532,proteasomal,proteasomally,-ly
23533,protecting,protectingly,-ly
23534,protective,protectively,-ly
23535,protensive,protensively,-ly
23536,Protestant,Protestantly,-ly
23537,protesting,protestingly,-ly
23538,protocerebral,protocerebrally,-ly
23539,prototypical,prototypically,-ly
23540,protozoological,protozoologically,-ly
23541,protracted,protractedly,-ly
23542,protrusive,protrusively,-ly
23543,protuberant,protuberantly,-ly
23544,proud-hearted,proud-heartedly,-ly
23545,proudful,proudfully,-ly
23546,proudhearted,proudheartedly,-ly
23547,proud,proudly,-ly
23548,provable,provably,-ly
23549,proveable,proveably,-ly
23550,proven,provenly,-ly
23551,proverbial,proverbially,-ly
23552,providential,providentially,-ly
23553,provident,providently,-ly
23554,provincial,provincially,-ly
23555,provisional,provisionally,-ly
23556,provisory,provisorily,-ly
23557,provocative,provocatively,-ly
23558,provoking,provokingly,-ly
23559,prowd,prowdly,-ly
23560,prowling,prowlingly,-ly
23561,proximal,proximally,-ly
23562,proximate,proximately,-ly
23563,proximodistal,proximodistally,-ly
23564,proximolateral,proximolaterally,-ly
23565,proximomedial,proximomedially,-ly
23566,proximoventral,proximoventrally,-ly
23567,prudential,prudentially,-ly
23568,prudent,prudently,-ly
23569,prudish,prudishly,-ly
23570,prurient,pruriently,-ly
23571,prying,pryingly,-ly
23572,psephological,psephologically,-ly
23573,pseudohexagonal,pseudohexagonally,-ly
23574,pseudointellectual,pseudointellectually,-ly
23575,pseudomerohedral,pseudomerohedrally,-ly
23576,pseudomorphous,pseudomorphously,-ly
23577,pseudonymous,pseudonymously,-ly
23578,pseudorandom,pseudorandomly,-ly
23579,psychic,psychicly,-ly
23580,psychoactive,psychoactively,-ly
23581,psychoaffective,psychoaffectively,-ly
23582,psychoanalytical,psychoanalytically,-ly
23583,psychobiological,psychobiologically,-ly
23584,psychogeographical,psychogeographically,-ly
23585,psychohistorical,psychohistorically,-ly
23586,psychological,psychologically,-ly
23587,psychoneuroimmunological,psychoneuroimmunologically,-ly
23588,psychopathological,psychopathologically,-ly
23589,psychopharmacological,psychopharmacologically,-ly
23590,psychophysical,psychophysically,-ly
23591,psychophysiological,psychophysiologically,-ly
23592,psychosexual,psychosexually,-ly
23593,psychosocial,psychosocially,-ly
23594,psychospiritual,psychospiritually,-ly
23595,psychotypological,psychotypologically,-ly
23596,psychovisual,psychovisually,-ly
23597,pubertal,pubertally,-ly
23598,pubescent,pubescently,-ly
23599,pubic,pubicly,-ly
23600,publick,publickly,-ly
23601,public,publicly,-ly
23602,publique,publiquely,-ly
23603,publishable,publishably,-ly
23604,puckering,puckeringly,-ly
23605,puckish,puckishly,-ly
23606,pudgy,pudgily,-ly
23607,puerile,puerilely,-ly
23608,puerperal,puerperally,-ly
23609,puffy,puffily,-ly
23610,puffing,puffingly,-ly
23611,pugnacious,pugnaciously,-ly
23612,puissant,puissantly,-ly
23613,pulchritudinous,pulchritudinously,-ly
23614,puling,pulingly,-ly
23615,pulmonary,pulmonarily,-ly
23616,pulpy,pulpily,-ly
23617,pulsating,pulsatingly,-ly
23618,pulsational,pulsationally,-ly
23619,pulsing,pulsingly,-ly
23620,pulverulent,pulverulently,-ly
23621,pummeling,pummelingly,-ly
23622,punchy,punchily,-ly
23623,punctilious,punctiliously,-ly
23624,punctual,punctually,-ly
23625,pungent,pungently,-ly
23626,puny,punily,-ly
23627,punishable,punishably,-ly
23628,punishing,punishingly,-ly
23629,punitive,punitively,-ly
23630,punky,punkily,-ly
23631,punkish,punkishly,-ly
23632,punny,punnily,-ly
23633,punning,punningly,-ly
23634,puppyish,puppyishly,-ly
23635,purblind,purblindly,-ly
23636,pure,purely,-ly
23637,purgative,purgatively,-ly
23638,purging,purgingly,-ly
23639,purifying,purifyingly,-ly
23640,puritanical,puritanically,-ly
23641,purple,purplely,-ly
23642,purplish,purplishly,-ly
23643,purported,purportedly,-ly
23644,purposed,purposedly,-ly
23645,purposeful,purposefully,-ly
23646,purposeless,purposelessly,-ly
23647,purpose,purposely,-ly
23648,purposive,purposively,-ly
23649,purring,purringly,-ly
23650,pursy,pursily,-ly
23651,pursuant,pursuantly,-ly
23652,pursuing,pursuingly,-ly
23653,purty,purtily,-ly
23654,purulent,purulently,-ly
23655,pushful,pushfully,-ly
23656,pushy,pushily,-ly
23657,pushing,pushingly,-ly
23658,pusillanimous,pusillanimously,-ly
23659,putative,putatively,-ly
23660,putrescent,putrescently,-ly
23661,putrid,putridly,-ly
23662,puzzled,puzzledly,-ly
23663,puzzling,puzzlingly,-ly
23664,pyramidal,pyramidally,-ly
23665,pyrochemical,pyrochemically,-ly
23666,pyrometallurgical,pyrometallurgically,-ly
23667,quacking,quackingly,-ly
23668,quackish,quackishly,-ly
23669,quadrangular,quadrangularly,-ly
23670,quadrantal,quadrantally,-ly
23671,quadrennial,quadrennially,-ly
23672,quadriennial,quadriennially,-ly
23673,quadrilateral,quadrilaterally,-ly
23674,quadrilinear,quadrilinearly,-ly
23675,quadripartite,quadripartitely,-ly
23676,quadrupedal,quadrupedally,-ly
23677,quadruple,quadruply,-ly
23678,quaffable,quaffably,-ly
23679,quailing,quailingly,-ly
23680,quaint,quaintly,-ly
23681,Quaker,Quakerly,-ly
23682,quaky,quakily,-ly
23683,quaking,quakingly,-ly
23684,qualifiable,qualifiably,-ly
23685,qualified,qualifiedly,-ly
23686,qualifying,qualifyingly,-ly
23687,qualitative,qualitatively,-ly
23688,qualmish,qualmishly,-ly
23689,qualmless,qualmlessly,-ly
23690,quantical,quantically,-ly
23691,quantifiable,quantifiably,-ly
23692,quantificational,quantificationally,-ly
23693,quantitative,quantitatively,-ly
23694,quantitive,quantitively,-ly
23695,quantum,quantumly,-ly
23696,quaquaversal,quaquaversally,-ly
23697,quarrelsome,quarrelsomely,-ly
23698,quasilinear,quasilinearly,-ly
23699,quaternary,quaternarily,-ly
23700,quavering,quaveringly,-ly
23701,queasy,queasily,-ly
23702,queenly,queenlily,-ly
23703,queen,queenly,-ly
23704,queerish,queerishly,-ly
23705,queer,queerly,-ly
23706,quelling,quellingly,-ly
23707,quenching,quenchingly,-ly
23708,quenchless,quenchlessly,-ly
23709,querimonious,querimoniously,-ly
23710,querulous,querulously,-ly
23711,querying,queryingly,-ly
23712,questing,questingly,-ly
23713,questionable,questionably,-ly
23714,questioning,questioningly,-ly
23715,questionless,questionlessly,-ly
23716,quibbling,quibblingly,-ly
23717,quick-witted,quick-wittedly,-ly
23718,quickening,quickeningly,-ly
23719,quick,quickly,-ly
23720,quickwitted,quickwittedly,-ly
23721,quiescent,quiescently,-ly
23722,quiet,quietly,-ly
23723,quinary,quinarily,-ly
23724,quincuncial,quincuncially,-ly
23725,quincunxial,quincunxially,-ly
23726,quinquennial,quinquennially,-ly
23727,quintessential,quintessentially,-ly
23728,quintuple,quintuply,-ly
23729,quipping,quippingly,-ly
23730,quirky,quirkily,-ly
23731,quivering,quiveringly,-ly
23732,quizzical,quizzically,-ly
23733,quizzing,quizzingly,-ly
23734,quotable,quotably,-ly
23735,quotational,quotationally,-ly
23736,quotative,quotatively,-ly
23737,quotidian,quotidianly,-ly
23738,rabid,rabidly,-ly
23739,racemose,racemosely,-ly
23740,racialistic,racialistically,-ly
23741,racial,racially,-ly
23742,racy,racily,-ly
23743,racing,racingly,-ly
23744,racist,racistly,-ly
23745,racking,rackingly,-ly
23746,radial,radially,-ly
23747,radiant,radiantly,-ly
23748,radiate,radiately,-ly
23749,radiating,radiatingly,-ly
23750,radiational,radiationally,-ly
23751,radiative,radiatively,-ly
23752,radical,radically,-ly
23753,radioactive,radioactively,-ly
23754,radiobiological,radiobiologically,-ly
23755,radiochemical,radiochemically,-ly
23756,radioecological,radioecologically,-ly
23757,radiological,radiologically,-ly
23758,radiopharmaceutical,radiopharmaceutically,-ly
23759,raffish,raffishly,-ly
23760,rageful,ragefully,-ly
23761,ragged,raggedly,-ly
23762,raging,ragingly,-ly
23763,railing,railingly,-ly
23764,rainy,rainily,-ly
23765,rainless,rainlessly,-ly
23766,rakish,rakishly,-ly
23767,rallying,rallyingly,-ly
23768,rambling,ramblingly,-ly
23769,rambunctious,rambunctiously,-ly
23770,ramose,ramosely,-ly
23771,rampageous,rampageously,-ly
23772,rampant,rampantly,-ly
23773,rancid,rancidly,-ly
23774,rancorous,rancorously,-ly
23775,rancourous,rancourously,-ly
23776,randy,randily,-ly
23777,random,randomly,-ly
23778,rangy,rangily,-ly
23779,rankling,ranklingly,-ly
23780,rank,rankly,-ly
23781,ranting,rantingly,-ly
23782,rapacious,rapaciously,-ly
23783,rapid,rapidly,-ly
23784,raping,rapingly,-ly
23785,rapscallion,rapscallionly,-ly
23786,rapt,raptly,-ly
23787,raptorial,raptorially,-ly
23788,rapturous,rapturously,-ly
23789,rare,rarely,-ly
23790,rash,rashly,-ly
23791,raspy,raspily,-ly
23792,rasping,raspingly,-ly
23793,rateless,ratelessly,-ly
23794,ratiocinative,ratiocinatively,-ly
23795,rationable,rationably,-ly
23796,rational,rationally,-ly
23797,ratty,rattily,-ly
23798,rattling,rattlingly,-ly
23799,raucous,raucously,-ly
23800,raunchy,raunchily,-ly
23801,ravening,raveningly,-ly
23802,raven,ravenly,-ly
23803,ravenous,ravenously,-ly
23804,raving,ravingly,-ly
23805,ravishing,ravishingly,-ly
23806,raw,rawly,-ly
23807,reactionary,reactionarily,-ly
23808,reactive,reactively,-ly
23809,readable,readably,-ly
23810,reader,readerly,-ly
23811,ready,readily,-ly
23812,realizational,realizationally,-ly
23813,realizing,realizingly,-ly
23814,real,really,-ly
23815,rearward,rearwardly,-ly
23816,reasonable,reasonably,-ly
23817,reasonless,reasonlessly,-ly
23818,reassuring,reassuringly,-ly
23819,rebarbative,rebarbatively,-ly
23820,rebellious,rebelliously,-ly
23821,rebounding,reboundingly,-ly
23822,rebuffing,rebuffingly,-ly
23823,rebukeful,rebukefully,-ly
23824,rebuking,rebukingly,-ly
23825,rebuttable,rebuttably,-ly
23826,recalcitrant,recalcitrantly,-ly
23827,receding,recedingly,-ly
23828,recent,recently,-ly
23829,receptive,receptively,-ly
23830,recessive,recessively,-ly
23831,reciprocal,reciprocally,-ly
23832,reciprocative,reciprocatively,-ly
23833,recitative,recitatively,-ly
23834,reckless,recklessly,-ly
23835,reclaimable,reclaimably,-ly
23836,recluse,reclusely,-ly
23837,reclusive,reclusively,-ly
23838,recognisable,recognisably,-ly
23839,recognizable,recognizably,-ly
23840,recoiling,recoilingly,-ly
23841,recollecting,recollectingly,-ly
23842,recollective,recollectively,-ly
23843,recombinant,recombinantly,-ly
23844,recombinational,recombinationally,-ly
23845,recommendable,recommendably,-ly
23846,reconcilable,reconcilably,-ly
23847,reconciliatory,reconciliatorily,-ly
23848,reconciling,reconcilingly,-ly
23849,recondite,reconditely,-ly
23850,reconstructive,reconstructively,-ly
23851,recreant,recreantly,-ly
23852,recreational,recreationally,-ly
23853,recreative,recreatively,-ly
23854,recriminating,recriminatingly,-ly
23855,rectal,rectally,-ly
23856,rectangular,rectangularly,-ly
23857,rectilineal,rectilineally,-ly
23858,rectilinear,rectilinearly,-ly
23859,recumbent,recumbently,-ly
23860,recuperative,recuperatively,-ly
23861,recurrent,recurrently,-ly
23862,recurring,recurringly,-ly
23863,recursive,recursively,-ly
23864,red-handed,red-handedly,-ly
23865,reddening,reddeningly,-ly
23866,reddish,reddishly,-ly
23867,redeemable,redeemably,-ly
23868,redeeming,redeemingly,-ly
23869,redemptive,redemptively,-ly
23870,red,redly,-ly
23871,redolent,redolently,-ly
23872,redoubtable,redoubtably,-ly
23873,reducible,reducibly,-ly
23874,reductive,reductively,-ly
23875,redundant,redundantly,-ly
23876,reduplicative,reduplicatively,-ly
23877,reedy,reedily,-ly
23878,reeking,reekingly,-ly
23879,reeling,reelingly,-ly
23880,referential,referentially,-ly
23881,refined,refinedly,-ly
23882,reflecting,reflectingly,-ly
23883,reflectional,reflectionally,-ly
23884,reflective,reflectively,-ly
