Affix,Source Word,Derived Word
-y,governess,governessy
-y,wheeze,wheezy
-y,fizzle,fizzly
-ic,motif,motivic
-y,bleb,blebby
-ly,labourious,labouriously
-y,glimmer,glimmery
-y,gap,gappy
-ly,peninsular,peninsularly
-ly,inversive,inversively
-an,Frisco,Friscan
-ally,anemic,anemically
-ly,semeiological,semeiologically
seeking,rent,rent-seeking
-ian,Richardson,Richardsonian
-ally,hydroelectric,hydroelectrically
-ly,Kafkaesque,Kafkaesquely
-able,show,showable
-able,mirror,mirrorable
-ly,bickering,bickeringly
-ing,humbug,humbugging
-ish,November,Novemberish
-able,cost,costable
-ship,fan,fanship
-ly,rivalrous,rivalrously
-ly,jointless,jointlessly
-ed,banner,bannered
-ed,kern,kerned
-ly,scathe,scathely
-ic,mantra,mantric
-y,pob,pobby
-ally,encephalographic,encephalographically
-ally,symphonic,symphonically
-able,pilfer,pilferable
-al,circumvent,circumvental
-ist,recycle,recyclist
-ly,authorial,authorially
-like,siren,sirenlike
-ic,enteropathogen,enteropathogenic
-ist,strategy,strategist
-ing,flanch,flanching
-oid,Parkinson,parkinsonoid
-like,quince,quincelike
-y,splutter,spluttery
-ly,gangling,ganglingly
-an,Circe,Circean
-ally,realistic,realistically
-ing,underween,underweening
-ed,seatbelt,seatbelted
-al,octadiene,octadienal
-able,ridicule,ridiculable
-ly,unbuoyant,unbuoyantly
-ly,unchangeable,unchangeably
-ish,hobbledehoy,hobbledehoyish
-able,insert,insertable
-ist,gloss,glossist
-ly,divining,diviningly
-ic,caliphate,caliphatic
-ous,microlepidoptera,microlepidopterous
-ist,nation,nationist
-ish,Aspie,Aspieish
-ic,alkali_basalt,alkalibasaltic
-ly,trinational,trinationally
-an,Maitreya,Maitreyan
-ist,Iranic,Iranicist
-ly,overhigh,overhighly
-ly,rebuttable,rebuttably
-ical,glaciology,glaciological
-y,bunch,bunchy
-ally,allophonic,allophonically
-like,juice,juicelike
-an,Mycetozoa,mycetozoan
-ally,retinotopic,retinotopically
-ish,Lolita,Lolitaish
chromo-,-phyte,chromophyte
-ly,fit,fitly
-ist,macromutation,macromutationist
-ed,blur,blurred
-ic,dystopia,dystopic
-ly,rowdy,rowdily
-ly,paranoid,paranoidly
diplo-,-oid,diploid
-ic,valerian,valerianic
-able,reward,rewardable
-ist,proverbiology,proverbiologist
-ly,soulful,soulfully
-ian,Cureton,Curetonian
-ly,rapturous,rapturously
-able,oath,oathable
-ic,cardiopathy,cardiopathic
-ability,polarize,polarizability
-able,preview,previewable
-oid,anther,antheroid
-ly,calumnious,calumniously
-ic,narreme,narremic
-ly,prehospital,prehospitally
-like,vice,vicelike
-al,fiction,fictional
-ly,legal,legally
-ly,institutional,institutionally
-ing,trust_fall,trust-falling
-ation,maleyl,maleylation
-able,renounce,renounceable
-an,Central_Africa,Central_African
-able,mitigate,mitigatable
-ic,hyponome,hyponomic
-osis,bilharzia,bilharziosis
-like,calypso,calypso-like
-ical,carpology,carpological
-ly,gainless,gainlessly
-ability,refill,refillability
-ly,psychosexual,psychosexually
-able,fax,faxable
-ist,immoral,immoralist
-al,colligation,colligational
-an,Pogonophora,pogonophoran
-al,libration,librational
-ie,cold,coldie
-ist,rehabilitation,rehabilitationist
-ed,experience,experienced
-age,pander,panderage
-an,protist,protistan
-able,apply,appliable
-able,disbar,disbarrable
-ian,Herod,Herodian
-ist,endoscopy,endoscopist
-ic,allene,allenic
-ing,crave,craving
-ic,asplenia,asplenic
-y,fig,figgy
-able,curtail,curtailable
-an,Rwanda,Rwandan
-ic,physiology,physiologic
-dom,gay,gaydom
-ly,undubitable,undubitably
-ally,emphatic,emphatically
-ly,raspy,raspily
-an,Boadicea,Boadicean
-al,epitope,epitopal
-ed,false_flag,false_flagged
-ly,preventive,preventively
-ical,spherocylinder,spherocylindrical
-ability,interlink,interlinkability
-ic,heraldry,heraldric
-y,vomit,vomity
-age,cozen,cozenage
-ing,fibreglass,fibreglassing
-ous,Linaceae,linaceous
-ally,laryngoscopic,laryngoscopically
-able,strengthen,strengthenable
-ie,June,Junie
-ly,contrite,contritely
-ist,integrative,integrativist
-itude,punk,punkitude
-al,incubation,incubational
-ally,anechoic,anechoically
-ally,dopaminergic,dopaminergically
-y,wreath,wreathy
-ist,tabla,tablaist
-ly,manifest,manifestly
-ly,concessive,concessively
-y,weevil,weevilly
-y,growl,growly
-ing,drill,drilling
-ical,enterology,enterological
-ed,gravestone,gravestoned
-able,sandwich,sandwichable
-ish,ten,tenish
-ish,son,sonnish
-ish,pagan,paganish
-ly,vehicular,vehicularly
-ous,gumma,gummatous
-ous,manslaughter,manslaughterous
-ly,unmisleading,unmisleadingly
-ic,populist,populistic
-y,gasp,gaspy
-ic,imagist,imagistic
-ic,tomb,tombic
-ic,rheum,rheumic
-ly,improvable,improvably
-able,discern,discernable
-ic,praxis,praxic
-ly,diverting,divertingly
-age,pastor,pastorage
-al,adverb,adverbal
-ed,ferrule,ferruled
-th,side,sidth
-ed,goitre,goitred
-ian,Draper,Draperian
-ly,unconscionable,unconscionably
-ish,late,lateish
-an,Polyzoa,polyzoan
-ic,acrodynia,acrodynic
-ly,hodiernal,hodiernally
-ly,intercurrent,intercurrently
-ist,Owen,Owenist
-ic,rhodeoretin,rhodeoretinic_acid
-ous,honour,honourous
-al,occupation,occupational
-ish,hell,hellish
-ed,signboard,signboarded
-ly,bipartisan,bipartisanly
-ly,simple-minded,simple-mindedly
-ic,erythrocyte,erythrocytic
-ly,loathing,loathingly
-y,flourish,flourishy
-ing,japan,japanning
-able,indemnify,indemnifiable
-al,caricature,caricatural
-able,succor,succorable
-ic,organophosphate,organophosphatic
-oid,opium,opioid
-ship,boatman,boatmanship
-dom,fairy,fairydom
-ly,immunopathological,immunopathologically
-able,realize,realizable
-ly,rovibrational,rovibrationally
-ist,entomotomy,entomotomist
-ist,Baal,Baalist
-like,family,familylike
-ic,lexicography,lexicographic
-like,clamp,clamplike
-able,decrement,decrementable
-able,accustom,accustomable
-ian,Bloom,Bloomian
-ly,shuffling,shufflingly
-ic,bainite,bainitic
-ish,lout,loutish
-able,clot,clottable
-n,Aetolia,Aetolian
-an,Laminariales,laminarialean
-able,chug,chuggable
-al,document,documental
-like,monk,monklike
-ian,Fludd,Fluddian
-able,hit,hittable
-ic,andosol,andic
-ist,vandal,vandalist
-ic,eurite,euritic
-ly,abasing,abasingly
-like,milkshake,milkshakelike
-ly,insensible,insensibly
-ship,defender,defendership
-ly,shaken,shakenly
-ist,German,Germanist
-ly,uncensorious,uncensoriously
-ie,Roland,Rollie
-ly,abashed,abashedly
-ly,default,defaultly
-ly,tripinnate,tripinnately
-ally,thermophilic,thermophilically
-y,pudge,pudgy
-ly,funless,funlessly
-ly,metrological,metrologically
-ing,folk_dance,folk_dancing
-ly,overcoming,overcomingly
-ian,Hutter,Hutterian
-ly,lavish,lavishly
-ed,disprivacy,disprivacied
-al,complement,complemental
-al,confidentia,confidential
-ly,neighbour,neighbourly
-ly,stout,stoutly
-ic,hyphen,hyphenic
-al,potam,potamal
-y,moist,moisty
-y,jink,jinky
-ical,stemmatology,stemmatological
-ish,family,familyish
-ly,bantering,banteringly
-like,inn,innlike
-an,Honolulu,Honoluluan
-ally,anorexic,anorexically
-ly,humorless,humorlessly
-y,cater,catery
-ist,hyperbole,hyperbolist
-al,nominative,nominatival
-ly,exogenous,exogenously
-like,blimp,blimplike
rhizo-,-ic,rhizic
-oid,condyle,condyloid
-ly,piggish,piggishly
-ed,nook,nooked
-ist,elocution,elocutionist
-ly,vegetal,vegetally
-ly,congregational,congregationally
-like,lip,liplike
-ly,nonsocial,nonsocially
-ly,sociobiological,sociobiologically
-ly,weakminded,weakmindedly
-ly,natty,nattily
-ly,translative,translatively
-ly,utopian,utopianly
-ic,chronology,chronologic
-ally,honorific,honorifically
-ed,headdress,headdressed
-ish,mentor,mentorish
-ally,monomorphic,monomorphically
-ic,egoist,egoistic
-ist,Neptune,Neptunist
-ly,colourless,colourlessly
-ation,feudalise,feudalisation
-ed,aerie,aeried
-ly,vital,vitally
-able,dimerize,dimerizable
-like,Fortran,Fortranlike
-y,shimmer,shimmery
-able,manure,manurable
-y,worship,worshippy
-ly,judge,judgely
-ly,blameable,blameably
-ic,glucinum,glucinic
-ally,demonic,demonically
-ly,undutiful,undutifully
-ian,Akkad,Akkadian
-ist,proportional,proportionalist
-like,balcony,balconylike
-ous,Musaceae,musaceous
-ist,projective,projectivist
-ical,kinesiology,kinesiological
-ian,Iran,Iranian
-ly,unsinkable,unsinkably
-ic,nosography,nosographic
-y,dress,dressy
-y,mixoploid,mixoploidy
-ie,left,leftie
-ly,cocky,cockily
-able,suffix,suffixable
-ling,boss,bossling
-ed,tubercle,tubercled
-ability,conform,conformability
-ist,corporative,corporativist
-ist,anatomy,anatomist
-y,sposh,sposhy
-al,Rotifera,rotiferal
-ish,smittle,smittlish
-ian,technic,technician
-ally,deterministic,deterministically
-age,brew,brewage
-an,Cleopatra,Cleopatran
-ist,ouvrier,ouvrierist
-ly,unorthodox,unorthodoxly
-ally,spiritualistic,spiritualistically
-ic,heptad,heptadic
-an,Rioja,Riojan
-like,brandy,brandylike
-al,font,fontal
-ly,magickal,magickally
-ly,photomechanical,photomechanically
-ly,dancing,dancingly
-ist,single,singlist
-y,typewriter,typewritery
-an,Moldavia,Moldavian
-ly,provoking,provokingly
-able,landfill,landfillable
-ous,Bolbitiaceae,bolbitiaceous
-ly,unblenching,unblenchingly
-ist,Socrates,Socratist
-able,damage,damageable
-ly,clitorial,clitorially
-ly,fallacious,fallaciously
-al,lumen,lumenal
-y,penis,penisy
-al,grapholect,grapholectal
-ous,ophiolatry,ophiolatrous
-ing,mustang,mustanging
-ly,unhealthy,unhealthily
-y,mom,mommy
-an,Rhea,Rhean
-ist,aviculture,aviculturist
-like,tic,ticlike
-ing,dike,diking
-ally,ironic,ironically
-an,Euphausiacea,euphausiacean
-al,synaptosome,synaptosomal
-ly,heartrending,heartrendingly
-ist,Anglic,Anglicist
-y,chince,chincy
-ly,svelte,sveltely
-oid,coral,coralloid
-an,Chile,Chilean
-able,swim,swimmable
-ed,spitbraai,spitbraaied
-ous,keratin,keratinous
-ic,phonon,phononic
-ed,pantsuit,pantsuited
-ian,Madagascar,Madagascarian
-ist,soccer,soccerist
-ly,judicious,judiciously
-ly,coactive,coactively
-ist,Arawakan,Arawakanist
-ly,effulgent,effulgently
-ly,monocultural,monoculturally
-ly,bioanthropological,bioanthropologically
-ed,staybolt,staybolted
-ic,Ibsen,Ibsenic
-ish,greenhorn,greenhornish
-able,twirl,twirlable
-ly,procedural,procedurally
-ly,synecdochical,synecdochically
-ist,spongology,spongologist
-ist,Finno-Ugric,Finno-Ugricist
-ly,iterable,iterably
-ally,chemotrophic,chemotrophically
-al,destroy,destroyal
-ie,chook,chookie
-s,Dick,Diggles
-ly,inflammable,inflammably
-ian,Hardin,Hardinian
-ly,alderman,aldermanly
-ic,anoscopy,anoscopic
-ie,Joan,Joanie
-ic,systole,systolic
-ic,chemurgy,chemurgic
-an,Singapore,Singaporean
-an,Hawaii,Hawaiian
-ic,Ibrahim,Ibrahimic
-ic,pyranometry,pyranometric
-ing,busybody,busybodying
-ish,asp,aspish
-al,academic,academical
-ly,cat,catly
-y,grog,groggy
-ic,henotheist,henotheistic
-ist,Kantian,Kantianist
-ic,mesomelia,mesomelic
-ly,answerable,answerably
-ly,unpleasing,unpleasingly
-ly,doggy,doggily
-ical,dialogue,dialogical
-al,installation,installational
-y,dweeb,dweeby
-ly,governor,governorly
-ist,person,personist
-ian,Lilith,Lilithian
-al,apodictic,apodictical
-y,jumble,jumbly
-ly,niggling,nigglingly
-ed,falchion,falchioned
-ly,intralumenal,intralumenally
-ally,sybaritic,sybaritically
-like,gesture,gesturelike
-ie,breast,breastie
-ly,botched,botchedly
-like,gem,gemlike
-ly,unshakable,unshakably
-ly,casual,casually
-ly,seemly,seemlily
-ed,thimble,thimbled
-ing,behead,beheading
-y,sneer,sneery
-ally,diotic,diotically
-ly,useless,uselessly
-able,choreograph,choreographable
-ish,hobo,hoboish
-ally,phytogenetic,phytogenetically
-ly,bumbling,bumblingly
-y,redcurrant,redcurranty
-able,spend,spendable
-ish,muddy,muddyish
-ly,occurrential,occurrentially
-ly,decussate,decussately
-al,heptagon,heptagonal
-th,lew,lewth
-ly,matrilateral,matrilaterally
-al,cunt,cuntal
-like,joy,joylike
-ally,hegemonic,hegemonically
-ly,stimulating,stimulatingly
-y,carrot,carroty
-ly,unheeded,unheededly
-an,Khomeini,Khomeinian
-ist,photoconceptual,photoconceptualist
-ing,call,calling
-ist,actual,actualist
-ing,times,timesing
-able,guess,guessable
-ly,biting,bitingly
-ly,punitive,punitively
-ly,grudging,grudgingly
-ing,crossword,crosswording
-ly,cynical,cynically
-y,run,runny
-ability,characterise,characterisability
-al,Acidobacteria,acidobacterial
-an,Thackeray,Thackerayan
-ic,duodenoscopy,duodenoscopic
-ling,lady,ladyling
-ly,uncommercial,uncommercially
-al,isoform,isoformal
-ie,Brisbane,Brissie
-y,swear,sweary
-like,bluff,blufflike
-ing,poster,postering
-like,suffix,suffixlike
-able,abandon,abandonable
-ly,judgmatical,judgmatically
-ish,huff,huffish
-ical,periodontology,periodontological
-y,Beth,Bethy
-like,pansy,pansylike
-ally,reprographic,reprographically
-ly,generative,generatively
-ly,verbless,verblessly
-an,Ostariophysi,ostariophysian
-like,raceme,racemelike
-ic,deist,deistic
-ly,lunate,lunately
-ly,choiceless,choicelessly
-ed,unhappy,unhappied
-ic,amniocyte,amniocytic
-ed,child,childed
-ical,rhetology,rhetological
-ly,girly,girlily
-ous,Mniaceae,mniaceous
-ic,allotone,allotonic
-ic,sporophore,sporophoric
-like,knee,kneelike
-ly,sneezing,sneezingly
-o,Guinea,ginzo
-ly,reiterated,reiteratedly
-ic,lexicon,lexiconic
-ly,nonidentical,nonidentically
-ly,extended,extendedly
-ly,seventh,seventhly
-al,theosophistic,theosophistical
-ly,metonymous,metonymously
-y,balls,ballsy
-al,infostructure,infostructural
-able,exclude,excludable
-al,induviae,induvial
-age,droop,droopage
-ly,orbicular,orbicularly
-ly,spiteful,spitefully
-ing,seek,seeking
chlor-,-ous,chlorous
-ly,ungenerous,ungenerously
-ian,Cavour,Cavourian
-ette,rat,ratette
-ly,unrewarding,unrewardingly
-ian,Maltese,Maltesian
-al,amenorrhoea,amenorrhoeal
-o,yum,yummo
-y,eggplant,eggplanty
-al,tone,tonal
-y,buttermilk,buttermilky
-s,awkward,awkwards
-ic,menorrhagia,menorrhagic
-like,prism,prismlike
-ed,cryosection,cryosectioned
-ly,civil,civilly
-ist,portion,portionist
-ian,suburb,suburbian
-ly,admitting,admittingly
-ability,reheat,reheatability
-ally,quasiperiodic,quasiperiodically
-ous,persiflage,persiflageous
-ly,regioselective,regioselectively
-ly,gnashing,gnashingly
-ist,exonumia,exonumist
-ist,stucco,stuccoist
-ie,flat,flattie
-ist,piphilology,piphilologist
-ic,tridecyl,tridecylic
-al,monument,monumental
-able,offend,offendable
-ling,moose,mooseling
-ing,spelunk,spelunking
-ally,etiopathogenetic,etiopathogenetically
andro-,-gyny,androgyny
-ic,tungsten,tungstic
-ist,tenor_horn,tenor_hornist
-ly,interchromosomal,interchromosomally
-able,greet,greetable
-ation,flabbergast,flabbergastation
-ly,firm,firmly
-ly,punky,punkily
-ing,armour,armouring
-ly,squandering,squanderingly
-ed,ivy,ivied
-an,cubomedusa,cubomedusan
-ian,Perth,Perthian
-ist,composition,compositionist
-like,stadium,stadiumlike
-ship,distributor,distributorship
-ical,physiography,physiographical
-ly,current,currently
-ic,dactyl,dactylic
-like,jukebox,jukeboxlike
-ing,psychobabble,psychobabbling
-ly,simple-hearted,simple-heartedly
-al,tide,tidal
-ly,psychosocial,psychosocially
-an,Cyzicus,Cyzican
-ally,Hellenistic,Hellenistically
-able,lock,lockable
-ly,trying,tryingly
-ian,Planck,Planckian
-ly,curious,curiously
-ly,unrelated,unrelatedly
-ly,social,socially
-ed,dandruff,dandruffed
-ist,hasbara,hasbarist
-ally,chemoinformatic,chemoinformatically
-al,pia,pial
-ic,Theophrastus,Theophrastic
-ist,atonal,atonalist
-y,Chinese,Chinesey
-y,mold,moldy
-ation,allyl,allylation
-al,choroid,choroidal
-ist,physiatrics,physiatrist
-ly,cofibrant,cofibrantly
-ly,attentional,attentionally
-ist,rheology,rheologist
-al,primevous,primeval
-y,lounge,loungy
-ly,pellucid,pellucidly
-adic,variable,variadic
-ally,pathetic,pathetically
-able,sexualise,sexualisable
-able,medicalize,medicalizable
-al,hemorrhoid,hemorrhoidal
-ian,Astrakhan,Astrakhanian
-ly,repetitious,repetitiously
-cidal,Borrelia,borreliacidal
-ally,thermogravimetric,thermogravimetrically
-ly,endochondral,endochondrally
-ian,Smollett,Smollettian
-like,chlorine,chlorinelike
-like,frieze,friezelike
-ly,punctilious,punctiliously
-like,shrew,shrewlike
-like,pillow,pillowlike
-ist,neuroethology,neuroethologist
-ly,prefrontal,prefrontally
-ally,halachic,halachically
-y,vibe,vibey
-al,congestion,congestional
-ly,selcouth,selcouthly
-like,shop,shoplike
-ed,memory,memoried
-ly,womanish,womanishly
-ly,reciprocal,reciprocally
-y,peanut,peanutty
-able,sew,sewable
-ly,tyrannous,tyrannously
-dom,fair,fairdom
-y,length,lengthy
-ian,Propp,Proppian
-ist,petrology,petrologist
-ally,spirometric,spirometrically
-ly,forgetful,forgetfully
-ly,venturing,venturingly
-an,Arkansas,Arkansasan
-ally,epexegetic,epexegetically
-an,Tibet,Tibetan
-ish,slug,sluggish
-ous,Rhamnaceae,rhamnaceous
-ly,dispossessive,dispossessively
-ic,ecteron,ecteronic
-ist,hepaticology,hepaticologist
-ly,precative,precatively
-ing,professor,professoring
-ish,quaint,quaintish
-ly,signifying,signifyingly
-ed,bootlace,bootlaced
-ist,odonatology,odonatologist
-y,felt,felty
-able,license,licensable
-ing,wander,wandering
-ed,signet,signeted
-ly,callous,callously
-ian,Thermidor,Thermidorian
-ly,quotative,quotatively
-ly,bald,baldly
-ical,technography,technographical
-ly,magnetoelectrical,magnetoelectrically
-ed,land,landed
-ic,hyperleptinemia,hyperleptinemic
-ly,immoral,immorally
-ly,unprosperous,unprosperously
-ic,Jacobite,Jacobitic
-al,evolution,evolutional
-like,antelope,antelopelike
-like,marrow,marrowlike
-able,graph,graphable
-ic,benzyl,benzylic
ortho-,-ic,orthodromic
-ly,tickling,ticklingly
-ly,suspect,suspectly
-al,acceleration,accelerational
-ic,glaucoma,glaucomic
-ing,wheelbarrow,wheelbarrowing
-ic,aorta,aortic
-ic,stichomythia,stichomythic
-ation,antique,antiquation
-oid,erysipelas,erysipeloid
-like,barnacle,barnaclelike
-ian,Bangs,Bangsian
-ly,skimping,skimpingly
-ian,rubric,rubrician
-ist,toxicology,toxicologist
-ally,hydrogenolytic,hydrogenolytically
-ly,congruent,congruently
-al,immigration,immigrational
-oid,function,functoid
-ly,unsentimental,unsentimentally
-ical,oncology,oncological
-ly,acrimonious,acrimoniously
-like,sulphur,sulphurlike
-ly,abused,abusedly
-ship,partner,partnership
-ic,condyle,condylic
-able,rot,rottable
-an,Mosley,Mosleyan
-ist,rock,rockist
-ly,mimical,mimically
-ing,free_marketeer,free_marketeering
-ian,Gilgamesh,Gilgameshian
-ing,trigpoint,trigpointing
-able,popularize,popularizable
-ist,thanatology,thanatologist
-ic,recycle,recyclic
-ly,bumping,bumpingly
-ly,unpurposeful,unpurposefully
-ist,eternal,eternalist
-ship,here,hership
-ian,Ariel,Arielian
-able,petrify,petrifiable
-ly,attainable,attainably
-ally,pleometrotic,pleometrotically
-ly,unguessable,unguessably
-al,fusospirochete,fusospirochetal
-ly,preening,preeningly
-ly,uninterruptible,uninterruptibly
-y,diploid,diploidy
-able,drop,droppable
-ical,planetology,planetological
-ic,saccharin,saccharinic
-ic,cytosol,cytosolic
-ly,distinguishable,distinguishably
-al,pupa,pupal
-ally,transendoscopic,transendoscopically
-ly,overabundant,overabundantly
-ly,lulling,lullingly
-ian,Episcopal,Episcopalian
-ic,pacifist,pacifistic
-ist,neonatology,neonatologist
-dom,bonkers,bonkersdom
-al,technomaniac,technomaniacal
-ation,obstetric,obstetrication
-ous,affection,affectious
-o,aggravation,aggro
-able,offer,offerable
-ation,layerize,layerization
-al,cistern,cisternal
-like,primate,primatelike
-like,crusader,crusaderlike
-ly,imminent,imminently
-ly,unstructured,unstructuredly
-like,turf,turflike
-ish,fish,fishish
-like,finch,finchlike
-y,snip,snippy
-ly,inexorable,inexorably
-ic,island,islandic
-like,fog,foglike
-ian,Minnesota,Minnesotian
-s,children,childrens
-ish,prick,prickish
-ly,stylish,stylishly
-ally,neuropsychiatric,neuropsychiatrically
-ie,cut,cuttie
-ic,blastema,blastematic
-al,millennium,millennial
-ing,iceboard,iceboarding
-ic,hypophonia,hypophonic
-ally,marginalistic,marginalistically
-ly,offish,offishly
-ly,gawky,gawkily
-ation,Christianize,Christianization
-ly,nocturnal,nocturnally
-ing,music,musicing
-able,smudge,smudgeable
-al,extension,extensional
-able,requisition,requisitionable
-ship,kindred,kindredship
-ish,one,oneish
-like,disc,disclike
-ly,isosynchronous,isosynchronously
-ette,poem,poemette
-ly,craniomandibular,craniomandibularly
-able,redesign,redesignable
-ist,Calvin,Calvinist
-ly,Egyptological,Egyptologically
-able,blit,blittable
-y,quiver,quivery
-ly,equal,equally
-ist,herpetoculture,herpetoculturist
-ish,Gollum,gollumish
-like,bus,buslike
-ist,Pauline,Paulinist
-ally,scientometric,scientometrically
-ie,pregnant,preggie
-al,conotruncus,conotruncal
-ic,eunatremia,eunatremic
-ly,phraseological,phraseologically
-y,wort,worty
-able,conjecture,conjecturable
-ly,whacky,whackily
-ic,jargonist,jargonistic
-ade,cherry,cherryade
-ally,postsynaptic,postsynaptically
-ic,epidemiology,epidemiologic
-ally,overdramatic,overdramatically
-y,quill,quilly
-ly,coseasonal,coseasonally
-ed,lady,ladied
-like,song,songlike
-ally,gubernatorial,gubernatorially
-ly,unaccusing,unaccusingly
-able,pacify,pacifiable
-like,brocade,brocadelike
-an,Thuringia,Thuringian
-al,panegyric,panegyrical
-ly,lyrical,lyrically
-able,protonate,protonatable
-ly,overforceful,overforcefully
-al,scalp,scalpal
-like,rook,rooklike
-ist,authentic,authenticist
-ly,unredeemable,unredeemably
-ly,precipitous,precipitously
-ic,kinoplasm,kinoplasmic
-able,found,foundable
-ly,nervous,nervously
-ic,hapten,haptenic
-ly,uniting,unitingly
-ish,eleven,elevenish
-ly,disformal,disformally
-ally,extrinsic,extrinsically
-ic,polyglossia,polyglossic
-ally,endermic,endermically
-y,dag,daggy
-ed,eyepatch,eyepatched
-like,loft,loftlike
-able,conclude,concludable
-ian,Andersen,Andersenian
-ly,scuffling,scufflingly
-ly,dancer,dancerly
-phyte,Bryophyta,bryophyte
-like,judo,judolike
-able,survey,surveyable
-ly,sere,serely
-ic,platyhelminth,platyhelminthic
-like,knit,knitlike
-ly,superweak,superweakly
-y,freckle,freckly
-ly,plush,plushly
-ic,symphony,symphonic
-ally,chemoautotrophic,chemoautotrophically
-ally,prebiotic,prebiotically
-ally,cytogenetic,cytogenetically
-ic,cardiotocography,cardiotocographic
-ish,professional,professionalish
-al,gena,genal
-ical,dactylology,dactylological
-ly,prostrate,prostrately
-ous,-pod,peristeropodous
-ly,telemechanical,telemechanically
-like,ferret,ferretlike
-ly,permitted,permittedly
-able,derive,derivable
-ian,Tocqueville,Tocquevillian
-ist,numerology,numerologist
iso-,-al,isolecithal
-ly,bestial,bestially
-ly,homeless,homelessly
-ly,sloppy,sloppily
-ally,hypergamic,hypergamically
-age,check,checkage
-ing,porthole,portholing
-ist,Californian,Californianist
-ly,noninductive,noninductively
-ous,scarlatina,scarlatinous
-ly,diminishing,diminishingly
-y,dip,dippy
-ly,amiable,amiably
-able,close,closeable
-ic,plasmasphere,plasmaspheric
-s,Hitch,Hitchings
-ly,excrescent,excrescently
-ed,learn,learned
-ship,governess,governessship
-ie,guild,guildie
-ly,broadminded,broadmindedly
-ally,phototherapeutic,phototherapeutically
-ic,cybernaut,cybernautic
-able,pressurize,pressurizable
-like,elixir,elixirlike
-ic,progeria,progeric
-ian,Rockefeller,Rockefellerian
-like,specter,specterlike
-ette,Muslim,Muslimette
-ly,alert,alertly
-y,mellow,mellowy
-al,chlamydia,chlamydial
-ist,Mohammed,Mohammedist
-y,salad,salady
-ist,theology,theologist
-an,Ryle,Rylean
-ian,Masaryk,Masarykian
-ist,hawk,hawkist
-ic,operad,operadic
-ed,tressure,tressured
-ish,gentile,gentilish
-ing,wildcard,wildcarding
-ly,obtuse,obtusely
-able,tell,tellable
-able,swipe,swipeable
-able,permit,permittable
-ian,Gleason,Gleasonian
-ly,sublesional,sublesionally
-y,flitter,flittery
-ed,polyurethane,polyurethaned
-ic,gynobase,gynobasic
-ous,Stomatopoda,stomatopodous
-able,undiscover,undiscoverably
-ian,Gayton,Gaytonian
-ist,noology,noologist
-y,Matilda,Tilly
-ally,panoramic,panoramically
-ic,nymph,nymphic
-y,white,whity
-ally,radioscopic,radioscopically
-ly,unreceptive,unreceptively
-like,refrigerator,refrigeratorlike
-ian,Khwarizm,Khwarizmian
-ly,distracted,distractedly
-an,Nauru,Nauruan
-ian,audiometric,audiometrician
-able,defer,deferrable
-ly,dual,dually
-ish,sandpaper,sandpaperish
-ical,magnetology,magnetological
-ation,liberalize,liberalization
-ly,foldable,foldably
-ally,Gothic,Gothically
-like,rat,ratlike
-ish,swank,swankish
-ally,metapragmatic,metapragmatically
-ly,nonmystical,nonmystically
-ly,solutional,solutionally
-al,confer,conferral
-able,undelete,undeletable
-ist,canoe,canoeist
-ly,unaccommodating,unaccommodatingly
-ly,repletive,repletively
-al,parallelepiped,parallelepipedal
-ic,molasse,molassic
-ly,burping,burpingly
-ing,sphere,sphering
-ly,broken,brokenly
-ly,tridimensional,tridimensionally
-ed,rhythm,rhythmed
-ic,normoblast,normoblastic
-ist,malacology,malacologist
-an,Cyclorrhapha,cyclorrhaphan
-like,bunker,bunkerlike
-ally,architectonic,architectonically
-able,undisprove,undisprovable
-ing,braille,brailling
-ship,jailer,jailership
-ly,projective,projectively
-ly,processive,processively
-ic,kieserite,kieseritic
-ation,propargyl,propargylation
-ly,fix,fixly
-ly,loitering,loiteringly
-ation,politicalize,politicalization
-al,semiprime,semiprimal
-ian,Grayson,Graysonian
-ic,marathon,marathonic
-y,pencil,pencilly
-ly,enlarged,enlargedly
-ally,hydronic,hydronically
-ly,interventional,interventionally
-th,whole,wholth
-ly,peachy,peachily
-ed,conject,conjected
-ist,Utopia,utopist
-able,subdue,subduable
-ly,proud-hearted,proud-heartedly
-ly,codicological,codicologically
-ing,frighten,frightening
-ability,intervene,intervenability
-ly,part,partly
-ian,Lucifer,Luciferian
-ly,sacrilegious,sacrilegiously
-able,preload,preloadable
-ian,hydrostatic,hydrostatician
-ally,metameric,metamerically
-al,successor,successoral
-ly,insociable,insociably
-ally,pyramidic,pyramidically
-ic,arteritis,arteritic
-ish,October,Octoberish
-osis,Ehrlichia,ehrlichiosis
-ic,hypotrophy,hypotrophic
-y,niggard,niggardy
-y,wench,wenchy
-ly,charmless,charmlessly
-ability,regulate,regulatability
-ish,eight,eightish
-ian,McDowell,McDowellian
-ing,make_a_difference,difference-making
-ly,quickening,quickeningly
-ic,mimiamb,mimiambic
-an,Mississippi,Mississippian
-ic,loess,loessic
-ish,new,newish
-ly,lenient,leniently
-ian,Bush,Bushian
-ly,uncontestable,uncontestably
-y,flutter,fluttery
-n,Algeria,Algerian
-ic,quinoline,quinolinic
-ly,midsagittal,midsagittally
-ic,antistrophe,antistrophic
-ly,septicidal,septicidally
-ist,Gemara,Gemarist
